name,brand,price,notes,scent_profile,longevity,sillage,gender_preference,occasion
Cartier Woody 37,Prada,230.38,oriental,basic,10 hours,strong,male,evening
Versace Oriental 13,Montblanc,119.18,aquatic,basic,10 hours,strong,unisex,evening
Chanel Oriental 24,Lancôme,156.63,"leather, woody",basic,4 hours,moderate,unisex,daytime
Hermes Aquatic 32,Burberry,104.93,floral,high-end,8 hours,light,female,daytime
Burberry Citrus 38,Givenchy,179.44,"citrus, fruity, fresh",luxury,10 hours,strong,male,evening
Tom Ford Fruity 4,Yves Saint Laurent,195.28,citrus,luxury,6 hours,moderate,unisex,special
Montblanc Woody 45,Bvlgari,187.59,"aquatic, oriental, citrus",basic,12+ hours,strong,female,daytime
Dior Aquatic 25,Jo Malone,156.19,"oriental, fruity",luxury,6 hours,moderate,male,evening
Hugo Boss Amber 27,Hugo Boss,75.14,"floral, fresh, leather",basic,8 hours,light,male,formal
Bvlgari Fresh 26,Creed,257.64,"amber, aquatic, spicy",niche,6 hours,moderate,female,casual
Montblanc Citrus 14,Lancôme,135.98,citrus,luxury,4 hours,moderate,male,formal
Gucci Woody 31,Armani,154.66,leather,luxury,4 hours,strong,male,evening
Hermes Leather 45,Yves Saint Laurent,174.63,floral,high-end,6 hours,strong,female,daytime
Calvin Klein Woody 46,Dior,114.18,oriental,niche,6 hours,strong,female,casual
Montblanc Oriental 43,Armani,205.25,"spicy, aquatic",luxury,12+ hours,strong,female,special
Lancôme Oriental 19,Prada,56.57,"spicy, amber",niche,6 hours,light,unisex,daytime
Prada Aquatic 48,Creed,176.92,"gourmand, amber",high-end,4 hours,strong,female,formal
Cartier Fruity 35,Chanel,153.42,"woody, gourmand, aquatic",niche,10 hours,strong,female,formal
Jo Malone Floral 22,Chanel,189.83,"floral, gourmand",basic,4 hours,strong,unisex,formal
Prada Fresh 44,Calvin Klein,193.66,"fruity, leather, fresh",basic,12+ hours,light,male,special
Lancôme Spicy 27,Armani,94.94,fresh,luxury,6 hours,moderate,male,formal
Dolce & Gabbana Floral 1,Hermes,91.08,amber,high-end,12+ hours,strong,female,casual
Burberry Citrus 13,Tom Ford,290.24,woody,niche,6 hours,light,female,casual
Prada Floral 12,Dolce & Gabbana,126.54,leather,luxury,6 hours,strong,male,casual
Creed Oriental 22,Chanel,230.56,"spicy, aquatic, leather",high-end,6 hours,moderate,female,daytime
Calvin Klein Aquatic 24,Burberry,198.45,"fruity, leather, floral",basic,12+ hours,moderate,male,daytime
Calvin Klein Woody 38,Chanel,125.7,"floral, fruity",luxury,8 hours,moderate,female,evening
Hugo Boss Aquatic 45,Montblanc,200.52,"leather, gourmand, fruity",luxury,10 hours,strong,male,special
Versace Gourmand 3,Hugo Boss,226.59,"fresh, leather, citrus",luxury,10 hours,strong,unisex,daytime
Hermes Fresh 15,Yves Saint Laurent,266.33,amber,high-end,6 hours,strong,male,special
Jo Malone Citrus 10,Montblanc,75.61,"woody, aquatic",luxury,12+ hours,strong,female,daytime
Armani Woody 25,Lancôme,76.27,"gourmand, aquatic",basic,10 hours,moderate,female,special
Burberry Fresh 5,Givenchy,191.8,"amber, citrus",luxury,4 hours,light,unisex,formal
Bvlgari Spicy 9,Versace,112.32,"floral, spicy, fruity",high-end,12+ hours,light,female,casual
Hugo Boss Aquatic 1,Yves Saint Laurent,233.78,"leather, fruity, woody",luxury,8 hours,moderate,unisex,evening
Lancôme Floral 45,Montblanc,297.2,"leather, floral",luxury,6 hours,strong,male,daytime
Calvin Klein Aquatic 41,Chanel,119.51,"fresh, spicy",high-end,10 hours,moderate,unisex,daytime
Lancôme Fruity 45,Versace,222.31,amber,basic,12+ hours,light,unisex,formal
Hugo Boss Leather 19,Jo Malone,221.09,"oriental, citrus, spicy",niche,12+ hours,strong,female,daytime
Tom Ford Fruity 2,Hugo Boss,206.92,"fruity, citrus, woody",high-end,10 hours,light,male,casual
Dior Fresh 23,Yves Saint Laurent,203.75,"amber, leather, spicy",high-end,6 hours,moderate,unisex,special
Hugo Boss Leather 23,Versace,196.03,"amber, oriental",high-end,6 hours,strong,unisex,evening
Bvlgari Fruity 22,Chanel,218.11,citrus,luxury,8 hours,moderate,unisex,daytime
Givenchy Fresh 28,Armani,115.14,"gourmand, spicy, floral",niche,12+ hours,moderate,male,daytime
Hermes Woody 24,Jo Malone,257.16,leather,high-end,4 hours,light,unisex,casual
Lancôme Oriental 4,Hugo Boss,224.73,aquatic,basic,4 hours,moderate,female,daytime
Prada Amber 12,Jo Malone,257.98,"gourmand, oriental, floral",luxury,6 hours,moderate,female,daytime
Cartier Gourmand 21,Gucci,246.04,fresh,niche,10 hours,moderate,female,casual
Givenchy Floral 4,Chanel,123.3,"woody, gourmand",basic,10 hours,light,male,formal
Burberry Oriental 4,Cartier,243.97,"spicy, citrus, amber",high-end,12+ hours,moderate,female,formal
Jo Malone Oriental 50,Bvlgari,174.57,"fresh, citrus",luxury,8 hours,moderate,male,formal
Cartier Oriental 4,Burberry,115.8,"gourmand, spicy, woody",high-end,10 hours,moderate,female,daytime
Prada Fruity 13,Bvlgari,297.34,"oriental, woody, fruity",basic,10 hours,strong,male,formal
Montblanc Floral 37,Cartier,161.2,"gourmand, leather, woody",basic,6 hours,strong,unisex,special
Yves Saint Laurent Fruity 41,Burberry,160.45,floral,basic,8 hours,light,female,daytime
Prada Aquatic 25,Jo Malone,296.77,gourmand,basic,10 hours,moderate,unisex,formal
Armani Spicy 39,Montblanc,101.86,leather,high-end,6 hours,strong,unisex,special
Hugo Boss Aquatic 5,Creed,107.34,"spicy, citrus, aquatic",luxury,4 hours,moderate,male,daytime
Tom Ford Amber 16,Creed,193.23,"floral, aquatic, citrus",high-end,10 hours,light,unisex,special
Lancôme Amber 40,Cartier,262.11,"gourmand, aquatic",high-end,12+ hours,strong,male,special
Givenchy Leather 49,Calvin Klein,122.07,oriental,high-end,8 hours,light,male,daytime
Cartier Spicy 47,Chanel,212.65,"aquatic, oriental, citrus",niche,10 hours,light,male,formal
Hugo Boss Aquatic 28,Jo Malone,283.79,aquatic,basic,10 hours,light,unisex,special
Prada Citrus 12,Burberry,268.72,floral,niche,10 hours,moderate,male,formal
Lancôme Fresh 38,Tom Ford,219.99,"spicy, leather, fruity",high-end,4 hours,moderate,unisex,special
Jo Malone Amber 19,Chanel,90.33,"oriental, woody",high-end,12+ hours,light,female,daytime
Tom Ford Amber 2,Bvlgari,163.12,"amber, woody",niche,4 hours,light,male,evening
Versace Citrus 32,Cartier,276.6,"fresh, floral",niche,10 hours,strong,male,formal
Bvlgari Fruity 16,Gucci,158.52,"fresh, aquatic, floral",basic,4 hours,light,unisex,casual
Chanel Aquatic 14,Versace,250.22,"woody, citrus",niche,10 hours,strong,unisex,evening
Chanel Amber 35,Hugo Boss,228.95,oriental,niche,6 hours,strong,unisex,special
Prada Amber 26,Versace,209.19,"floral, fresh, aquatic",niche,4 hours,moderate,female,evening
Jo Malone Fresh 6,Armani,296.65,"oriental, citrus, gourmand",high-end,12+ hours,moderate,female,evening
Lancôme Spicy 6,Armani,175.95,"fruity, spicy, citrus",luxury,10 hours,light,female,formal
Versace Woody 43,Armani,195.84,"amber, gourmand, spicy",high-end,8 hours,light,unisex,casual
Armani Oriental 39,Prada,249.94,"fresh, woody, aquatic",niche,6 hours,light,male,casual
Hermes Fruity 8,Bvlgari,114.82,aquatic,high-end,8 hours,strong,male,formal
Chanel Spicy 47,Montblanc,224.55,"fruity, aquatic",niche,4 hours,light,male,evening
Bvlgari Floral 27,Prada,226.95,"leather, gourmand, citrus",luxury,6 hours,moderate,female,evening
Jo Malone Gourmand 7,Versace,107.46,fruity,niche,10 hours,strong,female,casual
Hugo Boss Fruity 7,Givenchy,92.34,amber,luxury,4 hours,strong,male,formal
Jo Malone Oriental 4,Yves Saint Laurent,241.28,leather,basic,6 hours,strong,unisex,special
Jo Malone Floral 11,Gucci,123.86,"oriental, floral",basic,6 hours,moderate,unisex,evening
Chanel Fresh 50,Hermes,176.66,"woody, aquatic",high-end,4 hours,light,female,daytime
Burberry Woody 46,Prada,104.8,"leather, floral, aquatic",high-end,6 hours,strong,unisex,casual
Lancôme Amber 20,Gucci,128.19,"amber, citrus",niche,8 hours,light,female,formal
Armani Amber 42,Versace,282.97,"woody, floral, aquatic",high-end,4 hours,light,unisex,special
Versace Floral 28,Givenchy,55.25,oriental,high-end,10 hours,strong,female,special
Dior Floral 4,Bvlgari,151.0,"amber, aquatic",high-end,8 hours,light,unisex,daytime
Tom Ford Floral 47,Cartier,85.96,"woody, gourmand, aquatic",niche,4 hours,strong,unisex,casual
Tom Ford Oriental 43,Versace,110.83,oriental,high-end,10 hours,strong,female,daytime
Hugo Boss Citrus 31,Givenchy,168.16,gourmand,luxury,10 hours,moderate,female,casual
Gucci Woody 1,Versace,279.43,leather,niche,4 hours,moderate,unisex,evening
Cartier Spicy 40,Lancôme,294.66,"leather, fruity",niche,10 hours,strong,female,daytime
Dior Fruity 36,Hermes,241.28,fresh,luxury,12+ hours,light,female,daytime
Armani Fresh 50,Armani,141.15,"oriental, amber, gourmand",high-end,12+ hours,light,male,special
Dolce & Gabbana Leather 40,Chanel,138.2,gourmand,high-end,8 hours,moderate,female,special
Versace Spicy 34,Hugo Boss,285.28,spicy,luxury,12+ hours,strong,unisex,formal
Jo Malone Floral 21,Givenchy,253.49,"fruity, floral",niche,12+ hours,moderate,unisex,evening
Prada Woody 2,Dolce & Gabbana,283.63,"leather, woody, spicy",high-end,6 hours,light,unisex,casual
Armani Fresh 50,Hugo Boss,215.17,oriental,high-end,4 hours,light,unisex,evening
Cartier Spicy 38,Dior,72.48,fruity,basic,12+ hours,strong,male,casual
Gucci Oriental 37,Hermes,136.46,"aquatic, floral",luxury,4 hours,light,male,casual
Armani Floral 31,Jo Malone,62.54,"amber, floral, fresh",basic,10 hours,light,unisex,formal
Cartier Leather 27,Gucci,256.06,"woody, leather",basic,4 hours,light,female,evening
Hugo Boss Fresh 25,Tom Ford,281.39,"fruity, gourmand, floral",high-end,4 hours,moderate,female,casual
Creed Woody 13,Givenchy,151.54,"citrus, gourmand",high-end,8 hours,moderate,male,evening
Gucci Amber 9,Montblanc,244.51,"citrus, floral",basic,4 hours,moderate,female,special
Burberry Amber 30,Tom Ford,85.91,fruity,basic,10 hours,strong,female,daytime
Tom Ford Floral 41,Givenchy,143.72,"fruity, fresh, floral",high-end,8 hours,strong,unisex,special
Calvin Klein Oriental 20,Gucci,211.19,"fruity, woody, gourmand",niche,10 hours,strong,female,formal
Lancôme Oriental 9,Yves Saint Laurent,145.92,spicy,basic,4 hours,moderate,male,formal
Givenchy Aquatic 13,Yves Saint Laurent,115.58,"citrus, oriental, spicy",niche,6 hours,strong,male,formal
Dolce & Gabbana Citrus 46,Montblanc,89.76,fresh,high-end,10 hours,moderate,unisex,formal
Jo Malone Amber 30,Yves Saint Laurent,256.36,"fruity, oriental, spicy",basic,6 hours,light,female,casual
Chanel Leather 31,Armani,258.98,"oriental, citrus, fruity",basic,4 hours,light,unisex,formal
Armani Spicy 13,Jo Malone,67.91,"aquatic, fruity",luxury,4 hours,moderate,male,special
Yves Saint Laurent Leather 28,Cartier,227.57,"gourmand, amber, floral",niche,6 hours,light,male,special
Givenchy Gourmand 44,Armani,266.1,"spicy, fruity, oriental",niche,10 hours,moderate,unisex,formal
Cartier Floral 34,Prada,186.35,"aquatic, fruity",basic,4 hours,moderate,male,formal
Prada Gourmand 32,Yves Saint Laurent,110.16,"amber, fresh, fruity",basic,12+ hours,light,unisex,casual
Calvin Klein Aquatic 34,Burberry,154.26,"spicy, oriental, leather",niche,4 hours,strong,female,special
Burberry Woody 15,Armani,115.92,"fresh, spicy, amber",basic,4 hours,moderate,female,evening
Calvin Klein Fruity 1,Montblanc,50.72,woody,high-end,10 hours,light,unisex,evening
Lancôme Amber 32,Calvin Klein,149.51,oriental,basic,4 hours,moderate,female,special
Yves Saint Laurent Spicy 36,Burberry,273.38,"amber, citrus, spicy",basic,12+ hours,moderate,female,evening
Prada Spicy 15,Dolce & Gabbana,89.77,gourmand,high-end,6 hours,strong,unisex,formal
Tom Ford Citrus 24,Gucci,79.28,aquatic,luxury,8 hours,light,unisex,evening
Bvlgari Gourmand 1,Tom Ford,210.68,"spicy, aquatic, floral",niche,4 hours,light,female,formal
Burberry Fruity 33,Burberry,276.21,fresh,luxury,10 hours,light,unisex,casual
Montblanc Spicy 27,Jo Malone,294.14,aquatic,niche,8 hours,light,female,evening
Dolce & Gabbana Spicy 11,Dolce & Gabbana,265.2,"amber, floral",niche,12+ hours,strong,male,formal
Burberry Woody 18,Chanel,80.68,"oriental, spicy",luxury,8 hours,strong,female,casual
Bvlgari Citrus 24,Hermes,251.76,"fruity, gourmand, fresh",niche,12+ hours,moderate,male,daytime
Burberry Gourmand 10,Versace,137.98,"floral, woody",niche,8 hours,strong,male,formal
Chanel Fruity 50,Versace,72.19,"fruity, fresh",luxury,6 hours,light,unisex,special
Cartier Aquatic 46,Calvin Klein,257.57,"citrus, amber, spicy",basic,8 hours,strong,male,special
Gucci Oriental 2,Dolce & Gabbana,152.3,"oriental, gourmand, spicy",luxury,6 hours,strong,female,evening
Dior Oriental 18,Chanel,223.58,"floral, fruity, aquatic",basic,6 hours,moderate,male,evening
Givenchy Leather 34,Prada,78.49,"oriental, spicy, woody",basic,4 hours,moderate,unisex,formal
Hermes Citrus 15,Hermes,193.73,"leather, gourmand, woody",luxury,12+ hours,strong,female,casual
Cartier Spicy 8,Cartier,235.25,"amber, fruity",basic,6 hours,strong,male,daytime
Prada Aquatic 40,Chanel,60.43,spicy,luxury,4 hours,strong,male,daytime
Armani Aquatic 25,Creed,207.35,fresh,niche,12+ hours,strong,unisex,special
Hugo Boss Gourmand 26,Bvlgari,210.54,fresh,luxury,6 hours,light,unisex,formal
Armani Woody 49,Armani,70.6,"spicy, gourmand, aquatic",high-end,10 hours,moderate,male,evening
Hugo Boss Woody 44,Creed,224.91,citrus,niche,10 hours,moderate,unisex,daytime
Creed Leather 46,Yves Saint Laurent,167.82,"fruity, fresh",high-end,10 hours,light,unisex,formal
Gucci Oriental 47,Jo Malone,261.01,"aquatic, fresh, floral",luxury,6 hours,strong,female,formal
Chanel Woody 22,Calvin Klein,81.61,"fruity, floral",niche,6 hours,moderate,female,special
Bvlgari Fresh 45,Cartier,150.93,"floral, woody, spicy",high-end,6 hours,moderate,male,daytime
Gucci Amber 35,Armani,210.93,"citrus, fresh",high-end,6 hours,light,unisex,special
Yves Saint Laurent Spicy 31,Montblanc,186.48,gourmand,high-end,8 hours,light,female,daytime
Jo Malone Fresh 23,Prada,79.78,"leather, woody, citrus",high-end,8 hours,strong,female,formal
Dolce & Gabbana Oriental 24,Jo Malone,127.25,fresh,luxury,4 hours,moderate,unisex,evening
Creed Oriental 4,Prada,98.64,aquatic,high-end,6 hours,moderate,male,special
Armani Fruity 22,Dolce & Gabbana,100.04,"aquatic, fruity, gourmand",high-end,8 hours,moderate,female,special
Burberry Gourmand 46,Gucci,273.96,"woody, leather",luxury,6 hours,moderate,female,formal
Cartier Spicy 8,Bvlgari,281.47,"oriental, woody",high-end,10 hours,moderate,female,daytime
Tom Ford Citrus 18,Burberry,56.48,spicy,niche,6 hours,strong,female,casual
Burberry Woody 26,Creed,71.15,"aquatic, leather, spicy",basic,12+ hours,moderate,male,formal
Jo Malone Citrus 3,Yves Saint Laurent,123.0,"floral, spicy, amber",niche,4 hours,strong,female,casual
Hugo Boss Woody 7,Creed,278.54,aquatic,basic,6 hours,strong,female,formal
Givenchy Gourmand 27,Prada,254.26,"woody, amber, leather",luxury,12+ hours,moderate,unisex,special
Jo Malone Spicy 3,Givenchy,229.43,"fruity, gourmand",niche,6 hours,light,unisex,special
Lancôme Amber 24,Montblanc,219.31,"citrus, fresh, woody",high-end,10 hours,strong,male,special
Gucci Oriental 46,Cartier,242.9,spicy,luxury,12+ hours,strong,male,daytime
Givenchy Amber 24,Dior,160.33,"fresh, woody",niche,12+ hours,light,female,evening
Versace Citrus 36,Calvin Klein,131.77,gourmand,luxury,8 hours,strong,male,formal
Burberry Fresh 44,Lancôme,206.3,"floral, aquatic",niche,6 hours,moderate,male,daytime
Hugo Boss Oriental 17,Yves Saint Laurent,208.0,"aquatic, woody",luxury,4 hours,strong,female,special
Chanel Gourmand 14,Calvin Klein,225.9,spicy,basic,4 hours,light,male,evening
Tom Ford Gourmand 37,Bvlgari,61.36,"aquatic, gourmand",niche,10 hours,moderate,unisex,casual
Cartier Amber 41,Dior,145.65,"woody, leather",niche,10 hours,light,female,formal
Chanel Woody 12,Bvlgari,126.57,"gourmand, spicy, floral",luxury,10 hours,moderate,female,casual
Hugo Boss Floral 19,Jo Malone,183.15,spicy,basic,10 hours,light,female,daytime
Chanel Citrus 26,Hugo Boss,189.29,"leather, spicy",niche,6 hours,light,female,evening
Calvin Klein Leather 32,Dolce & Gabbana,99.8,"citrus, leather",luxury,10 hours,light,female,daytime
Dior Floral 6,Burberry,204.3,"fruity, gourmand, fresh",high-end,12+ hours,moderate,female,daytime
Dolce & Gabbana Woody 50,Gucci,177.99,"amber, citrus, floral",luxury,12+ hours,light,female,formal
Burberry Gourmand 43,Burberry,205.16,"fruity, woody, fresh",basic,10 hours,light,female,casual
Chanel Amber 36,Dior,290.26,woody,luxury,10 hours,light,female,evening
Gucci Fresh 31,Dolce & Gabbana,266.2,"fruity, leather, citrus",basic,10 hours,light,male,evening
Tom Ford Aquatic 14,Chanel,215.76,"fruity, fresh",luxury,12+ hours,moderate,male,formal
Gucci Aquatic 46,Montblanc,183.82,spicy,high-end,10 hours,strong,unisex,special
Bvlgari Fresh 38,Cartier,196.78,"spicy, leather",high-end,6 hours,moderate,female,special
Yves Saint Laurent Aquatic 26,Chanel,173.44,citrus,high-end,12+ hours,light,female,formal
Burberry Fresh 49,Chanel,189.87,"amber, citrus, aquatic",niche,8 hours,strong,male,daytime
Yves Saint Laurent Leather 23,Gucci,290.09,"oriental, woody, fresh",high-end,6 hours,strong,male,formal
Chanel Gourmand 17,Givenchy,222.1,"floral, leather",niche,10 hours,moderate,male,special
Montblanc Oriental 5,Givenchy,266.95,"spicy, amber",niche,10 hours,strong,male,daytime
Givenchy Citrus 50,Prada,136.51,fresh,high-end,10 hours,light,female,special
Versace Aquatic 48,Calvin Klein,210.6,fruity,high-end,8 hours,light,male,daytime
Dior Spicy 7,Bvlgari,228.54,"spicy, citrus",niche,10 hours,moderate,female,special
Montblanc Citrus 6,Creed,53.29,"fruity, amber",high-end,10 hours,strong,female,formal
Yves Saint Laurent Oriental 47,Creed,209.29,woody,high-end,8 hours,strong,male,special
Gucci Citrus 44,Calvin Klein,127.9,floral,high-end,10 hours,moderate,unisex,formal
Montblanc Oriental 12,Dior,111.81,"fruity, oriental",high-end,6 hours,moderate,male,daytime
Jo Malone Aquatic 44,Prada,165.44,"floral, aquatic",niche,10 hours,strong,unisex,evening
Dior Spicy 12,Gucci,174.21,"woody, spicy",niche,6 hours,light,male,formal
Armani Gourmand 40,Montblanc,113.75,"spicy, aquatic, woody",basic,10 hours,strong,unisex,casual
Gucci Gourmand 6,Tom Ford,286.45,"citrus, fresh",niche,6 hours,light,female,casual
Dolce & Gabbana Fruity 10,Montblanc,197.51,"aquatic, oriental",luxury,8 hours,strong,unisex,casual
Hugo Boss Fresh 32,Givenchy,55.93,"floral, gourmand, fruity",luxury,12+ hours,strong,unisex,formal
Versace Spicy 31,Burberry,289.61,"floral, fresh, fruity",luxury,10 hours,light,unisex,casual
Creed Aquatic 12,Burberry,250.05,fruity,basic,8 hours,moderate,female,daytime
Lancôme Spicy 15,Bvlgari,273.17,"leather, oriental, fresh",basic,8 hours,strong,male,casual
Montblanc Oriental 1,Versace,127.19,leather,high-end,6 hours,moderate,male,formal
Bvlgari Oriental 2,Versace,204.63,spicy,high-end,10 hours,strong,unisex,special
Jo Malone Gourmand 27,Jo Malone,118.54,woody,high-end,12+ hours,light,female,evening
Cartier Spicy 50,Lancôme,172.63,"fresh, floral, woody",basic,8 hours,moderate,female,special
Hugo Boss Amber 33,Cartier,185.29,woody,luxury,8 hours,strong,unisex,formal
Tom Ford Amber 10,Prada,130.62,"fresh, fruity, leather",basic,8 hours,moderate,female,special
Lancôme Fresh 23,Yves Saint Laurent,179.23,"spicy, gourmand",high-end,4 hours,light,unisex,formal
Tom Ford Leather 9,Jo Malone,177.54,"fruity, oriental",luxury,6 hours,strong,male,evening
Armani Fresh 49,Givenchy,213.83,"leather, aquatic",luxury,4 hours,light,unisex,formal
Jo Malone Amber 42,Armani,162.15,"oriental, spicy",high-end,10 hours,light,unisex,formal
Cartier Citrus 44,Yves Saint Laurent,167.27,fruity,basic,8 hours,moderate,female,daytime
Burberry Floral 3,Versace,110.15,"leather, oriental, aquatic",high-end,8 hours,light,male,evening
Calvin Klein Woody 50,Yves Saint Laurent,205.16,"oriental, aquatic",high-end,12+ hours,light,male,formal
Calvin Klein Fruity 49,Dior,169.78,aquatic,niche,8 hours,strong,unisex,casual
Versace Woody 18,Versace,199.7,"fresh, gourmand, fruity",basic,4 hours,light,unisex,casual
Bvlgari Gourmand 40,Dolce & Gabbana,283.72,"leather, gourmand, oriental",high-end,4 hours,moderate,male,special
Armani Aquatic 10,Calvin Klein,126.89,citrus,luxury,6 hours,moderate,male,casual
Calvin Klein Aquatic 10,Hermes,50.23,fresh,luxury,10 hours,light,male,evening
Bvlgari Floral 33,Armani,69.61,"spicy, floral, fruity",luxury,12+ hours,strong,female,evening
Hermes Gourmand 22,Cartier,113.08,"aquatic, gourmand, floral",high-end,8 hours,light,male,daytime
Prada Fruity 26,Hugo Boss,268.75,"gourmand, aquatic, floral",high-end,10 hours,light,unisex,casual
Yves Saint Laurent Fresh 15,Burberry,217.74,"leather, gourmand, oriental",basic,8 hours,moderate,female,special
Prada Leather 45,Burberry,282.64,"gourmand, spicy",high-end,6 hours,strong,male,evening
Montblanc Aquatic 10,Calvin Klein,168.48,gourmand,basic,4 hours,moderate,male,special
Creed Spicy 38,Jo Malone,107.14,amber,luxury,8 hours,moderate,unisex,daytime
Hermes Leather 39,Versace,237.51,fruity,high-end,12+ hours,strong,unisex,daytime
Gucci Spicy 15,Yves Saint Laurent,76.43,fresh,basic,4 hours,strong,unisex,special
Hermes Woody 35,Montblanc,108.41,"spicy, oriental",niche,6 hours,light,female,daytime
Hugo Boss Fresh 15,Gucci,125.17,"woody, citrus",luxury,10 hours,light,male,casual
Hugo Boss Aquatic 37,Hermes,182.1,"fresh, woody",basic,12+ hours,light,female,evening
Hermes Citrus 12,Dolce & Gabbana,81.78,"woody, gourmand",niche,4 hours,moderate,unisex,evening
Burberry Floral 27,Dior,198.8,"spicy, citrus",luxury,6 hours,strong,male,evening
Tom Ford Floral 22,Bvlgari,99.38,woody,niche,8 hours,moderate,male,casual
Jo Malone Leather 4,Creed,195.13,citrus,luxury,4 hours,moderate,unisex,casual
Bvlgari Spicy 29,Bvlgari,59.41,"amber, oriental",luxury,12+ hours,moderate,male,special
Cartier Amber 6,Tom Ford,152.62,"floral, oriental",luxury,12+ hours,strong,female,special
Lancôme Woody 19,Dolce & Gabbana,67.7,"fresh, aquatic, floral",niche,4 hours,moderate,unisex,formal
Calvin Klein Citrus 40,Cartier,153.28,"aquatic, fruity, floral",high-end,12+ hours,light,unisex,daytime
Hugo Boss Amber 17,Dior,200.06,oriental,high-end,10 hours,strong,female,daytime
Burberry Gourmand 6,Givenchy,107.73,spicy,high-end,12+ hours,moderate,unisex,formal
Dolce & Gabbana Fruity 25,Armani,149.24,"fruity, amber, woody",niche,6 hours,light,male,casual
Gucci Fresh 27,Prada,281.94,"spicy, oriental, woody",niche,10 hours,light,unisex,special
Cartier Oriental 7,Burberry,53.26,amber,luxury,4 hours,moderate,female,evening
Prada Fresh 46,Calvin Klein,233.47,"floral, spicy",high-end,12+ hours,light,unisex,casual
Versace Leather 35,Tom Ford,230.77,"amber, gourmand, oriental",high-end,6 hours,moderate,unisex,daytime
Prada Gourmand 34,Montblanc,108.74,oriental,high-end,4 hours,strong,male,special
Cartier Amber 15,Lancôme,206.82,"fresh, floral, oriental",luxury,10 hours,strong,unisex,special
Armani Floral 7,Bvlgari,223.2,"fresh, aquatic, citrus",basic,10 hours,light,male,evening
Chanel Aquatic 33,Bvlgari,50.73,"spicy, fruity, oriental",high-end,12+ hours,moderate,unisex,evening
Versace Spicy 22,Dolce & Gabbana,224.28,"floral, fruity, spicy",basic,12+ hours,light,male,special
Tom Ford Floral 49,Prada,134.19,"floral, fruity, leather",high-end,8 hours,light,female,daytime
Hugo Boss Gourmand 26,Givenchy,56.01,"fruity, amber, fresh",luxury,8 hours,moderate,female,formal
Chanel Fruity 14,Calvin Klein,155.94,"oriental, floral",high-end,10 hours,light,unisex,casual
Tom Ford Fresh 14,Montblanc,110.91,"amber, spicy",niche,12+ hours,moderate,female,formal
Burberry Citrus 37,Chanel,127.81,"spicy, fresh, leather",luxury,8 hours,light,female,evening
Jo Malone Leather 18,Calvin Klein,101.35,"aquatic, floral, citrus",niche,6 hours,light,unisex,daytime
Dolce & Gabbana Fruity 20,Givenchy,202.59,"oriental, aquatic, floral",high-end,4 hours,light,male,special
Hugo Boss Spicy 32,Dolce & Gabbana,244.46,woody,basic,6 hours,moderate,female,daytime
Cartier Amber 27,Jo Malone,222.84,"oriental, aquatic, fresh",basic,12+ hours,light,female,casual
Calvin Klein Floral 16,Gucci,173.53,fruity,basic,8 hours,moderate,unisex,daytime
Prada Fruity 4,Dolce & Gabbana,283.34,"amber, floral",high-end,12+ hours,strong,female,evening
Dior Floral 43,Calvin Klein,134.79,woody,luxury,12+ hours,moderate,female,evening
Burberry Gourmand 46,Hugo Boss,50.93,"amber, oriental",basic,4 hours,moderate,male,daytime
Armani Aquatic 42,Bvlgari,77.23,"oriental, amber, fresh",niche,4 hours,strong,unisex,special
Yves Saint Laurent Leather 22,Yves Saint Laurent,211.48,fruity,niche,8 hours,light,male,casual
Montblanc Aquatic 41,Hugo Boss,215.97,"gourmand, floral, oriental",niche,12+ hours,strong,male,casual
Yves Saint Laurent Woody 36,Yves Saint Laurent,242.3,leather,luxury,8 hours,moderate,female,casual
Yves Saint Laurent Aquatic 24,Creed,115.3,"woody, leather",niche,12+ hours,light,female,casual
Hugo Boss Citrus 23,Givenchy,134.22,"floral, fruity",basic,4 hours,light,male,evening
Dior Fresh 2,Jo Malone,199.6,gourmand,luxury,10 hours,strong,unisex,daytime
Gucci Amber 3,Montblanc,198.19,aquatic,niche,10 hours,strong,unisex,casual
Chanel Fresh 4,Hugo Boss,133.33,amber,basic,4 hours,strong,male,daytime
Bvlgari Floral 27,Givenchy,84.22,floral,luxury,12+ hours,moderate,male,special
Dior Spicy 39,Dolce & Gabbana,261.48,gourmand,niche,12+ hours,light,unisex,special
Tom Ford Aquatic 5,Versace,96.89,"oriental, fruity, fresh",basic,10 hours,strong,unisex,special
Cartier Woody 10,Hermes,248.42,"spicy, oriental, fresh",high-end,12+ hours,strong,male,evening
Lancôme Fruity 29,Lancôme,239.72,"fruity, leather",niche,6 hours,strong,unisex,evening
Chanel Amber 4,Dior,298.29,"fresh, leather",high-end,6 hours,strong,male,evening
Tom Ford Woody 46,Bvlgari,195.47,"gourmand, amber",basic,6 hours,strong,female,daytime
Calvin Klein Oriental 25,Givenchy,232.04,"fruity, floral, oriental",basic,12+ hours,light,unisex,evening
Hermes Fresh 34,Bvlgari,131.1,"gourmand, amber, woody",luxury,8 hours,moderate,female,evening
Bvlgari Citrus 8,Versace,96.36,leather,niche,4 hours,strong,female,daytime
Hermes Spicy 33,Jo Malone,180.59,"amber, floral, oriental",high-end,12+ hours,light,unisex,casual
Dior Woody 20,Bvlgari,50.47,"gourmand, citrus",luxury,12+ hours,strong,female,formal
