name,brand,price,longevity,sillage,gender_preference,occasion
Lancome La Vie Est Belle,Lancome,86.95,8 hours,Soft,Female,Daily
Versace Eros,Jo Malone,68.39,9 hours,Strong,Unisex,Daily
Gucci Bloom,Maison Francis Kurkdjian,223.19,6 hours,Moderate,Female,Evening
Hugo Boss Bottled,Paco Rabanne,168.3,8 hours,Soft,Male,Special Occasion
Marc Jacobs Daisy,Lancome,268.47,9 hours,Soft,Unisex,Summer
Chanel No. 5,Prada,207.49,6 hours,Soft,Male,Romantic
Lancome La Vie Est Belle,Marc Jacobs,298.33,10 hours,Moderate,Male,Summer
Jo Malone Peony & Blush Suede,Marc Jacobs,78.77,7 hours,Soft,Unisex,Romantic
Dior Sauvage,Byredo,379.56,7 hours,Strong,Unisex,Daily
Paco Rabanne 1 Million,Calvin Klein,358.09,9 hours,Strong,Male,Special Occasion
Dolce & Gabbana Light Blue,Marc Jacobs,315.64,9 hours,Strong,Female,Summer
Creed Aventus,Armani,325.42,10 hours,Strong,Unisex,Work
Jo Malone Peony & Blush Suede,Calvin Klein,328.12,12 hours,Soft,Female,Summer
Paco Rabanne 1 Million,Hugo Boss,115.41,7 hours,Strong,Male,Special Occasion
YSL Libre,Dior,306.01,9 hours,Soft,Male,Formal
YSL Libre,Byredo,163.51,9 hours,Strong,Unisex,Evening
Burberry Brit,Yves Saint Laurent,113.32,8 hours,Soft,Female,Romantic
Byredo Gypsy Water,Chanel,132.84,6 hours,Soft,Female,Special Occasion
Lancome La Vie Est Belle,Paco Rabanne,182.4,6 hours,Moderate,Male,Work
Burberry Brit,Marc Jacobs,200.8,10 hours,Strong,Female,Party
Marc Jacobs Daisy,Prada,223.87,8 hours,Moderate,Female,Evening
Burberry Brit,Dolce & Gabbana,264.44,9 hours,Moderate,Male,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,125.0,9 hours,Strong,Male,Work
Marc Jacobs Daisy,Gucci,399.55,6 hours,Moderate,Female,Daily
Dior Sauvage,Versace,178.5,12 hours,Strong,Female,Party
Calvin Klein Eternity,Byredo,98.53,7 hours,Soft,Male,Special Occasion
Lancome La Vie Est Belle,Montblanc,376.49,12 hours,Soft,Male,Summer
Burberry Brit,Calvin Klein,299.6,9 hours,Moderate,Male,Luxury
Dolce & Gabbana Light Blue,Marc Jacobs,386.9,10 hours,Soft,Male,Romantic
Lancome La Vie Est Belle,Lancome,50.72,9 hours,Soft,Unisex,Party
Armani Acqua di Gio,Paco Rabanne,329.93,12 hours,Strong,Unisex,Special Occasion
Lancome La Vie Est Belle,Montblanc,171.0,10 hours,Soft,Male,Casual
Gucci Bloom,Dolce & Gabbana,155.14,10 hours,Soft,Male,Summer
Jo Malone Peony & Blush Suede,Burberry,345.25,7 hours,Soft,Male,Casual
Prada Luna Rossa,Marc Jacobs,183.91,7 hours,Strong,Male,Summer
Dior Sauvage,Gucci,270.96,7 hours,Strong,Unisex,Evening
Prada Luna Rossa,Tom Ford,169.79,12 hours,Moderate,Female,Casual
Prada Luna Rossa,Dolce & Gabbana,243.82,9 hours,Moderate,Female,Evening
Burberry Brit,Yves Saint Laurent,348.69,7 hours,Soft,Male,Casual
Armani Acqua di Gio,Marc Jacobs,254.0,7 hours,Strong,Unisex,Daily
Lancome La Vie Est Belle,Lancome,173.89,12 hours,Strong,Female,Luxury
Dolce & Gabbana Light Blue,Montblanc,208.29,12 hours,Moderate,Male,Party
Hugo Boss Bottled,Versace,398.68,7 hours,Soft,Male,Formal
Chanel No. 5,Hugo Boss,50.97,12 hours,Moderate,Male,Party
Gucci Bloom,Yves Saint Laurent,391.42,10 hours,Soft,Female,Evening
Dior Sauvage,Versace,336.23,8 hours,Strong,Male,Evening
Tom Ford Noir,Yves Saint Laurent,131.33,6 hours,Moderate,Female,Casual
YSL Libre,Paco Rabanne,278.6,10 hours,Strong,Male,Daily
Calvin Klein Eternity,Calvin Klein,398.12,7 hours,Strong,Female,Luxury
Burberry Brit,Creed,249.24,6 hours,Strong,Unisex,Luxury
Chanel No. 5,Tom Ford,383.36,6 hours,Strong,Unisex,Romantic
Burberry Brit,Burberry,69.38,7 hours,Moderate,Male,Romantic
Paco Rabanne 1 Million,Tom Ford,87.65,10 hours,Soft,Female,Party
Hugo Boss Bottled,Gucci,367.72,12 hours,Moderate,Male,Party
Lancome La Vie Est Belle,Tom Ford,362.63,10 hours,Soft,Male,Evening
Byredo Gypsy Water,Tom Ford,187.6,7 hours,Moderate,Female,Party
Calvin Klein Eternity,Chanel,159.81,7 hours,Soft,Male,Casual
Creed Aventus,Versace,254.88,9 hours,Soft,Male,Daily
Versace Eros,Armani,302.42,6 hours,Strong,Unisex,Formal
Chanel No. 5,Tom Ford,56.11,12 hours,Moderate,Unisex,Daily
YSL Libre,Tom Ford,82.58,10 hours,Soft,Male,Work
Burberry Brit,Dolce & Gabbana,57.36,7 hours,Strong,Male,Romantic
Calvin Klein Eternity,Tom Ford,302.31,12 hours,Moderate,Male,Party
Burberry Brit,Dolce & Gabbana,345.2,12 hours,Moderate,Female,Summer
YSL Libre,Tom Ford,206.68,10 hours,Soft,Female,Work
Burberry Brit,Prada,272.91,10 hours,Soft,Female,Work
Armani Acqua di Gio,Prada,195.71,12 hours,Soft,Male,Party
Lancome La Vie Est Belle,Prada,85.99,6 hours,Moderate,Male,Evening
Dior Sauvage,Paco Rabanne,162.49,10 hours,Strong,Male,Romantic
Chanel No. 5,Maison Francis Kurkdjian,311.16,9 hours,Moderate,Unisex,Party
Byredo Gypsy Water,Marc Jacobs,207.36,9 hours,Moderate,Female,Formal
Burberry Brit,Armani,86.5,8 hours,Soft,Female,Evening
Creed Aventus,Versace,362.48,8 hours,Soft,Female,Summer
Chanel No. 5,Prada,122.06,7 hours,Moderate,Male,Special Occasion
Paco Rabanne 1 Million,Dolce & Gabbana,115.81,10 hours,Soft,Female,Summer
Jo Malone Peony & Blush Suede,Paco Rabanne,152.96,7 hours,Strong,Male,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,320.82,7 hours,Moderate,Female,Formal
Gucci Bloom,Jo Malone,266.71,12 hours,Strong,Male,Formal
Tom Ford Noir,Lancome,350.23,8 hours,Strong,Unisex,Formal
Calvin Klein Eternity,Lancome,177.13,9 hours,Strong,Unisex,Romantic
Armani Acqua di Gio,Armani,193.85,8 hours,Strong,Female,Evening
Marc Jacobs Daisy,Versace,128.26,8 hours,Moderate,Unisex,Casual
Marc Jacobs Daisy,Hugo Boss,385.18,8 hours,Soft,Female,Luxury
Paco Rabanne 1 Million,Prada,87.59,8 hours,Soft,Unisex,Luxury
Marc Jacobs Daisy,Yves Saint Laurent,86.04,12 hours,Moderate,Female,Work
Hugo Boss Bottled,Chanel,334.86,6 hours,Moderate,Female,Summer
Chanel No. 5,Gucci,144.08,6 hours,Soft,Female,Special Occasion
Tom Ford Noir,Montblanc,203.56,10 hours,Moderate,Unisex,Romantic
Dolce & Gabbana Light Blue,Calvin Klein,279.3,9 hours,Soft,Male,Romantic
Paco Rabanne 1 Million,Versace,304.98,6 hours,Soft,Male,Party
Hugo Boss Bottled,Byredo,229.16,9 hours,Strong,Male,Formal
Paco Rabanne 1 Million,Chanel,188.22,12 hours,Moderate,Female,Formal
Creed Aventus,Jo Malone,136.69,10 hours,Strong,Female,Luxury
YSL Libre,Jo Malone,266.17,12 hours,Strong,Female,Work
Montblanc Legend,Marc Jacobs,295.02,7 hours,Strong,Female,Daily
Byredo Gypsy Water,Yves Saint Laurent,165.49,9 hours,Soft,Male,Casual
YSL Libre,Maison Francis Kurkdjian,288.37,8 hours,Soft,Female,Formal
Marc Jacobs Daisy,Hugo Boss,218.14,7 hours,Strong,Female,Formal
Hugo Boss Bottled,Montblanc,118.35,8 hours,Soft,Unisex,Party
Jo Malone Peony & Blush Suede,Jo Malone,396.25,8 hours,Soft,Unisex,Formal
Jo Malone Peony & Blush Suede,Gucci,173.74,9 hours,Strong,Unisex,Summer
Jo Malone Peony & Blush Suede,Dolce & Gabbana,327.44,7 hours,Strong,Unisex,Evening
Prada Luna Rossa,Jo Malone,155.58,6 hours,Soft,Male,Special Occasion
Tom Ford Noir,Marc Jacobs,272.89,12 hours,Strong,Male,Special Occasion
Byredo Gypsy Water,Hugo Boss,341.58,10 hours,Moderate,Male,Evening
Byredo Gypsy Water,Tom Ford,222.02,10 hours,Moderate,Female,Summer
Marc Jacobs Daisy,Paco Rabanne,111.96,12 hours,Moderate,Male,Luxury
Burberry Brit,Gucci,347.57,12 hours,Moderate,Female,Formal
YSL Libre,Dolce & Gabbana,375.02,6 hours,Moderate,Unisex,Summer
YSL Libre,Lancome,56.84,10 hours,Moderate,Unisex,Work
Chanel No. 5,Lancome,80.72,9 hours,Soft,Female,Party
Versace Eros,Prada,113.42,8 hours,Strong,Male,Luxury
Prada Luna Rossa,Burberry,387.71,7 hours,Moderate,Unisex,Summer
Hugo Boss Bottled,Gucci,149.35,8 hours,Strong,Unisex,Work
Montblanc Legend,Jo Malone,163.02,6 hours,Strong,Male,Luxury
Byredo Gypsy Water,Dolce & Gabbana,251.04,7 hours,Moderate,Male,Party
Armani Acqua di Gio,Hugo Boss,269.97,10 hours,Moderate,Female,Party
Byredo Gypsy Water,Dior,145.9,10 hours,Strong,Unisex,Romantic
Versace Eros,Jo Malone,104.25,7 hours,Moderate,Unisex,Formal
Prada Luna Rossa,Paco Rabanne,222.7,9 hours,Soft,Unisex,Daily
Calvin Klein Eternity,Calvin Klein,312.2,12 hours,Strong,Male,Luxury
Burberry Brit,Dolce & Gabbana,113.96,9 hours,Strong,Male,Work
Lancome La Vie Est Belle,Lancome,296.46,10 hours,Soft,Unisex,Casual
Lancome La Vie Est Belle,Armani,136.97,8 hours,Moderate,Male,Daily
Calvin Klein Eternity,Chanel,78.92,9 hours,Moderate,Female,Formal
Lancome La Vie Est Belle,Dior,224.01,6 hours,Soft,Male,Casual
Burberry Brit,Calvin Klein,307.54,6 hours,Moderate,Unisex,Casual
Dolce & Gabbana Light Blue,Dolce & Gabbana,134.91,6 hours,Strong,Male,Formal
Tom Ford Noir,Montblanc,206.11,10 hours,Strong,Unisex,Romantic
Calvin Klein Eternity,Marc Jacobs,51.64,7 hours,Moderate,Female,Luxury
Armani Acqua di Gio,Hugo Boss,212.23,12 hours,Moderate,Male,Formal
Paco Rabanne 1 Million,Lancome,51.57,6 hours,Strong,Female,Formal
Armani Acqua di Gio,Hugo Boss,272.25,10 hours,Moderate,Male,Formal
Calvin Klein Eternity,Jo Malone,345.63,10 hours,Strong,Unisex,Special Occasion
Lancome La Vie Est Belle,Chanel,356.17,8 hours,Moderate,Unisex,Casual
Tom Ford Noir,Byredo,170.2,7 hours,Moderate,Unisex,Special Occasion
Burberry Brit,Yves Saint Laurent,319.34,8 hours,Strong,Male,Work
Creed Aventus,Montblanc,345.79,12 hours,Moderate,Unisex,Summer
Prada Luna Rossa,Yves Saint Laurent,81.16,9 hours,Strong,Female,Romantic
Chanel No. 5,Byredo,344.33,12 hours,Moderate,Unisex,Evening
Versace Eros,Yves Saint Laurent,108.45,8 hours,Strong,Female,Casual
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,293.54,6 hours,Soft,Male,Evening
Hugo Boss Bottled,Armani,306.41,10 hours,Moderate,Female,Summer
Burberry Brit,Marc Jacobs,392.56,10 hours,Moderate,Female,Work
YSL Libre,Jo Malone,160.62,7 hours,Moderate,Female,Formal
Dior Sauvage,Jo Malone,307.73,8 hours,Moderate,Unisex,Formal
Burberry Brit,Gucci,211.08,8 hours,Moderate,Unisex,Romantic
Dolce & Gabbana Light Blue,Chanel,208.36,8 hours,Moderate,Female,Romantic
Versace Eros,Armani,309.61,6 hours,Strong,Female,Work
Prada Luna Rossa,Prada,216.67,10 hours,Soft,Male,Evening
Prada Luna Rossa,Montblanc,372.91,9 hours,Soft,Male,Formal
Dior Sauvage,Versace,285.88,8 hours,Moderate,Female,Formal
Hugo Boss Bottled,Maison Francis Kurkdjian,95.91,7 hours,Strong,Male,Special Occasion
Hugo Boss Bottled,Creed,130.91,12 hours,Soft,Female,Evening
Versace Eros,Gucci,188.22,12 hours,Strong,Male,Work
Dior Sauvage,Creed,209.75,6 hours,Soft,Male,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Jo Malone,172.99,12 hours,Moderate,Female,Formal
Armani Acqua di Gio,Byredo,64.02,9 hours,Strong,Male,Special Occasion
Lancome La Vie Est Belle,Creed,112.06,10 hours,Strong,Unisex,Work
Marc Jacobs Daisy,Tom Ford,350.28,6 hours,Strong,Male,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Marc Jacobs,340.48,10 hours,Strong,Female,Casual
Armani Acqua di Gio,Tom Ford,123.31,10 hours,Strong,Female,Romantic
Burberry Brit,Montblanc,323.99,9 hours,Moderate,Unisex,Summer
Calvin Klein Eternity,Jo Malone,210.94,8 hours,Strong,Female,Work
Marc Jacobs Daisy,Byredo,213.48,7 hours,Moderate,Male,Work
Calvin Klein Eternity,Versace,347.8,12 hours,Soft,Male,Party
Prada Luna Rossa,Dior,155.51,6 hours,Moderate,Female,Evening
Hugo Boss Bottled,Gucci,145.58,10 hours,Soft,Female,Daily
Dolce & Gabbana Light Blue,Creed,83.82,9 hours,Soft,Unisex,Casual
Lancome La Vie Est Belle,Byredo,231.53,7 hours,Strong,Unisex,Luxury
Hugo Boss Bottled,Prada,153.89,12 hours,Strong,Male,Evening
Marc Jacobs Daisy,Prada,66.7,10 hours,Moderate,Female,Casual
Gucci Bloom,Burberry,112.25,7 hours,Strong,Unisex,Romantic
Jo Malone Peony & Blush Suede,Dior,203.18,9 hours,Strong,Male,Special Occasion
Hugo Boss Bottled,Montblanc,99.29,12 hours,Strong,Male,Party
Dior Sauvage,Chanel,226.28,7 hours,Moderate,Male,Work
Jo Malone Peony & Blush Suede,Calvin Klein,71.64,6 hours,Moderate,Unisex,Casual
Creed Aventus,Yves Saint Laurent,243.17,9 hours,Strong,Unisex,Evening
Marc Jacobs Daisy,Burberry,116.67,7 hours,Soft,Male,Daily
Jo Malone Peony & Blush Suede,Burberry,125.56,9 hours,Moderate,Female,Casual
Paco Rabanne 1 Million,Chanel,199.21,12 hours,Soft,Male,Romantic
YSL Libre,Tom Ford,71.06,10 hours,Moderate,Male,Evening
Lancome La Vie Est Belle,Jo Malone,62.61,9 hours,Soft,Unisex,Summer
Marc Jacobs Daisy,Maison Francis Kurkdjian,211.33,12 hours,Moderate,Female,Daily
Jo Malone Peony & Blush Suede,Jo Malone,98.71,8 hours,Soft,Female,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Byredo,302.7,7 hours,Strong,Male,Special Occasion
Burberry Brit,Versace,316.41,6 hours,Strong,Unisex,Party
Dior Sauvage,Byredo,356.02,10 hours,Moderate,Female,Luxury
Byredo Gypsy Water,Prada,305.91,12 hours,Moderate,Unisex,Special Occasion
Calvin Klein Eternity,Byredo,282.1,7 hours,Moderate,Female,Formal
Montblanc Legend,Creed,126.61,9 hours,Moderate,Male,Romantic
Byredo Gypsy Water,Dior,174.34,10 hours,Strong,Female,Summer
Gucci Bloom,Paco Rabanne,345.53,10 hours,Soft,Male,Special Occasion
Burberry Brit,Byredo,101.09,7 hours,Soft,Female,Special Occasion
Creed Aventus,Hugo Boss,324.6,10 hours,Moderate,Male,Romantic
Dolce & Gabbana Light Blue,Montblanc,276.19,9 hours,Soft,Male,Daily
Tom Ford Noir,Burberry,368.17,6 hours,Soft,Male,Special Occasion
Prada Luna Rossa,Prada,54.04,7 hours,Moderate,Male,Evening
Lancome La Vie Est Belle,Tom Ford,161.37,9 hours,Soft,Female,Special Occasion
Paco Rabanne 1 Million,Creed,56.26,9 hours,Soft,Female,Special Occasion
Gucci Bloom,Lancome,275.03,7 hours,Strong,Unisex,Party
Armani Acqua di Gio,Maison Francis Kurkdjian,208.59,10 hours,Strong,Unisex,Party
Dolce & Gabbana Light Blue,Versace,98.46,9 hours,Soft,Female,Formal
Tom Ford Noir,Tom Ford,137.67,7 hours,Strong,Unisex,Luxury
Lancome La Vie Est Belle,Yves Saint Laurent,258.48,8 hours,Moderate,Unisex,Romantic
Prada Luna Rossa,Maison Francis Kurkdjian,387.54,7 hours,Strong,Female,Work
Creed Aventus,Montblanc,242.17,12 hours,Moderate,Female,Formal
Paco Rabanne 1 Million,Creed,385.46,12 hours,Moderate,Unisex,Romantic
Jo Malone Peony & Blush Suede,Tom Ford,333.31,8 hours,Soft,Female,Luxury
YSL Libre,Yves Saint Laurent,392.06,8 hours,Soft,Male,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Dolce & Gabbana,65.82,6 hours,Soft,Unisex,Formal
Prada Luna Rossa,Prada,335.93,10 hours,Moderate,Male,Luxury
Armani Acqua di Gio,Maison Francis Kurkdjian,376.4,6 hours,Strong,Female,Luxury
Jo Malone Peony & Blush Suede,Lancome,145.11,6 hours,Moderate,Male,Casual
Marc Jacobs Daisy,Creed,347.81,6 hours,Soft,Male,Work
Dior Sauvage,Byredo,78.6,8 hours,Soft,Male,Formal
Jo Malone Peony & Blush Suede,Armani,104.27,9 hours,Moderate,Female,Daily
Armani Acqua di Gio,Calvin Klein,182.66,6 hours,Strong,Unisex,Romantic
Paco Rabanne 1 Million,Hugo Boss,243.96,10 hours,Strong,Male,Party
Creed Aventus,Burberry,305.66,6 hours,Moderate,Unisex,Luxury
Calvin Klein Eternity,Versace,80.96,7 hours,Moderate,Unisex,Party
Armani Acqua di Gio,Versace,112.76,10 hours,Moderate,Unisex,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Montblanc,57.39,9 hours,Moderate,Female,Luxury
Calvin Klein Eternity,Tom Ford,317.76,6 hours,Strong,Male,Formal
Hugo Boss Bottled,Gucci,185.79,9 hours,Soft,Male,Luxury
Gucci Bloom,Versace,143.93,9 hours,Moderate,Female,Work
Chanel No. 5,Prada,322.26,10 hours,Strong,Male,Evening
Dolce & Gabbana Light Blue,Chanel,313.48,8 hours,Soft,Female,Party
Byredo Gypsy Water,Versace,108.23,6 hours,Soft,Unisex,Casual
Calvin Klein Eternity,Dolce & Gabbana,366.93,10 hours,Moderate,Male,Evening
Chanel No. 5,Yves Saint Laurent,359.55,6 hours,Soft,Female,Special Occasion
Burberry Brit,Burberry,365.25,7 hours,Moderate,Male,Romantic
Jo Malone Peony & Blush Suede,Paco Rabanne,218.04,7 hours,Strong,Male,Daily
Burberry Brit,Maison Francis Kurkdjian,208.81,9 hours,Moderate,Unisex,Evening
Chanel No. 5,Chanel,267.1,9 hours,Strong,Female,Evening
Dolce & Gabbana Light Blue,Dolce & Gabbana,230.03,10 hours,Soft,Male,Daily
Hugo Boss Bottled,Prada,387.87,7 hours,Moderate,Female,Special Occasion
Marc Jacobs Daisy,Yves Saint Laurent,124.56,9 hours,Moderate,Male,Summer
Dior Sauvage,Yves Saint Laurent,227.23,6 hours,Moderate,Male,Work
Creed Aventus,Creed,103.73,6 hours,Moderate,Unisex,Party
Jo Malone Peony & Blush Suede,Montblanc,263.34,8 hours,Moderate,Unisex,Luxury
Gucci Bloom,Tom Ford,146.45,9 hours,Moderate,Male,Luxury
Dior Sauvage,Marc Jacobs,229.34,7 hours,Moderate,Unisex,Summer
Creed Aventus,Dolce & Gabbana,258.61,6 hours,Moderate,Female,Romantic
Paco Rabanne 1 Million,Jo Malone,344.27,9 hours,Soft,Unisex,Luxury
Paco Rabanne 1 Million,Chanel,324.68,8 hours,Moderate,Male,Summer
Maison Francis Kurkdjian Baccarat Rouge 540,Calvin Klein,182.46,6 hours,Soft,Unisex,Work
Hugo Boss Bottled,Maison Francis Kurkdjian,204.38,6 hours,Strong,Female,Evening
Armani Acqua di Gio,Armani,363.82,7 hours,Soft,Female,Casual
Dior Sauvage,Gucci,50.57,8 hours,Moderate,Male,Casual
Prada Luna Rossa,Chanel,209.14,9 hours,Strong,Female,Special Occasion
Gucci Bloom,Prada,277.44,7 hours,Strong,Male,Summer
Dolce & Gabbana Light Blue,Jo Malone,205.35,6 hours,Soft,Unisex,Party
Marc Jacobs Daisy,Calvin Klein,158.01,12 hours,Soft,Male,Evening
Calvin Klein Eternity,Armani,267.05,9 hours,Moderate,Unisex,Summer
Prada Luna Rossa,Burberry,91.6,6 hours,Strong,Male,Daily
Byredo Gypsy Water,Dior,55.91,12 hours,Moderate,Unisex,Luxury
Byredo Gypsy Water,Tom Ford,192.63,8 hours,Moderate,Female,Formal
Jo Malone Peony & Blush Suede,Armani,336.74,6 hours,Moderate,Female,Work
Dolce & Gabbana Light Blue,Marc Jacobs,178.87,12 hours,Moderate,Unisex,Evening
Tom Ford Noir,Lancome,100.07,9 hours,Soft,Unisex,Work
Creed Aventus,Hugo Boss,206.66,9 hours,Moderate,Unisex,Romantic
YSL Libre,Tom Ford,56.77,6 hours,Strong,Male,Work
Marc Jacobs Daisy,Maison Francis Kurkdjian,367.04,7 hours,Moderate,Female,Evening
Prada Luna Rossa,Versace,60.61,7 hours,Strong,Male,Special Occasion
Dior Sauvage,Jo Malone,390.77,8 hours,Strong,Female,Romantic
Burberry Brit,Creed,243.4,9 hours,Strong,Female,Daily
Jo Malone Peony & Blush Suede,Byredo,126.18,7 hours,Strong,Female,Casual
Dolce & Gabbana Light Blue,Yves Saint Laurent,234.3,10 hours,Soft,Female,Casual
YSL Libre,Marc Jacobs,301.84,7 hours,Moderate,Female,Party
Calvin Klein Eternity,Chanel,134.09,6 hours,Moderate,Male,Daily
Jo Malone Peony & Blush Suede,Gucci,301.92,7 hours,Soft,Male,Romantic
Creed Aventus,Hugo Boss,143.08,12 hours,Moderate,Unisex,Work
Burberry Brit,Yves Saint Laurent,151.87,12 hours,Soft,Unisex,Daily
Tom Ford Noir,Dior,134.99,10 hours,Moderate,Female,Daily
Prada Luna Rossa,Tom Ford,388.13,9 hours,Moderate,Female,Formal
Chanel No. 5,Jo Malone,81.8,7 hours,Strong,Female,Luxury
Paco Rabanne 1 Million,Montblanc,60.58,6 hours,Moderate,Unisex,Summer
Lancome La Vie Est Belle,Montblanc,134.46,10 hours,Soft,Female,Evening
Hugo Boss Bottled,Marc Jacobs,130.99,9 hours,Soft,Male,Summer
Armani Acqua di Gio,Calvin Klein,256.5,9 hours,Soft,Male,Romantic
Byredo Gypsy Water,Versace,301.5,9 hours,Moderate,Female,Party
Calvin Klein Eternity,Maison Francis Kurkdjian,186.08,9 hours,Moderate,Unisex,Work
Burberry Brit,Gucci,220.19,9 hours,Moderate,Male,Party
Prada Luna Rossa,Montblanc,277.72,7 hours,Moderate,Male,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Gucci,288.95,10 hours,Moderate,Female,Evening
Creed Aventus,Lancome,343.35,9 hours,Moderate,Male,Luxury
Creed Aventus,Armani,326.76,7 hours,Moderate,Female,Summer
Montblanc Legend,Chanel,145.79,9 hours,Strong,Male,Party
Dolce & Gabbana Light Blue,Jo Malone,201.82,12 hours,Soft,Female,Work
Hugo Boss Bottled,Chanel,204.31,7 hours,Moderate,Male,Evening
Dior Sauvage,Chanel,151.31,8 hours,Strong,Unisex,Special Occasion
Marc Jacobs Daisy,Prada,377.66,9 hours,Strong,Unisex,Formal
Jo Malone Peony & Blush Suede,Gucci,335.97,6 hours,Moderate,Male,Romantic
Creed Aventus,Paco Rabanne,306.99,8 hours,Soft,Male,Romantic
Prada Luna Rossa,Hugo Boss,122.51,10 hours,Soft,Unisex,Party
Dior Sauvage,Maison Francis Kurkdjian,223.37,10 hours,Soft,Unisex,Evening
Gucci Bloom,Calvin Klein,120.78,12 hours,Moderate,Male,Luxury
Burberry Brit,Byredo,241.23,8 hours,Soft,Unisex,Casual
Byredo Gypsy Water,Burberry,86.76,9 hours,Soft,Female,Formal
Dolce & Gabbana Light Blue,Prada,260.22,10 hours,Moderate,Unisex,Special Occasion
Dolce & Gabbana Light Blue,Calvin Klein,292.95,10 hours,Moderate,Female,Casual
Calvin Klein Eternity,Hugo Boss,66.33,10 hours,Moderate,Unisex,Special Occasion
Creed Aventus,Jo Malone,318.72,9 hours,Moderate,Unisex,Casual
Jo Malone Peony & Blush Suede,Dior,55.28,12 hours,Moderate,Male,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Tom Ford,110.42,8 hours,Moderate,Female,Formal
Versace Eros,Dolce & Gabbana,220.79,12 hours,Soft,Male,Romantic
Dolce & Gabbana Light Blue,Byredo,383.84,6 hours,Moderate,Unisex,Formal
Prada Luna Rossa,Creed,347.59,8 hours,Moderate,Unisex,Party
Prada Luna Rossa,Prada,194.42,12 hours,Soft,Female,Romantic
Tom Ford Noir,Marc Jacobs,179.07,8 hours,Strong,Male,Special Occasion
Burberry Brit,Calvin Klein,217.93,7 hours,Strong,Unisex,Special Occasion
Tom Ford Noir,Montblanc,176.08,8 hours,Strong,Unisex,Work
Creed Aventus,Versace,335.48,12 hours,Moderate,Female,Casual
Jo Malone Peony & Blush Suede,Tom Ford,352.51,9 hours,Moderate,Male,Formal
Jo Malone Peony & Blush Suede,Jo Malone,324.09,8 hours,Strong,Female,Casual
Chanel No. 5,Lancome,279.18,6 hours,Strong,Male,Work
Jo Malone Peony & Blush Suede,Hugo Boss,363.51,12 hours,Strong,Male,Romantic
Dolce & Gabbana Light Blue,Prada,164.99,8 hours,Strong,Male,Summer
Marc Jacobs Daisy,Montblanc,191.41,12 hours,Soft,Female,Summer
YSL Libre,Yves Saint Laurent,52.79,12 hours,Moderate,Male,Luxury
Dior Sauvage,Creed,277.47,9 hours,Strong,Male,Romantic
Jo Malone Peony & Blush Suede,Jo Malone,302.99,10 hours,Moderate,Female,Casual
Jo Malone Peony & Blush Suede,Marc Jacobs,85.32,6 hours,Soft,Female,Work
Versace Eros,Yves Saint Laurent,373.94,8 hours,Moderate,Female,Luxury
Calvin Klein Eternity,Versace,58.61,10 hours,Soft,Unisex,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Prada,336.36,12 hours,Soft,Unisex,Special Occasion
Marc Jacobs Daisy,Lancome,344.4,10 hours,Moderate,Male,Romantic
YSL Libre,Dolce & Gabbana,56.21,10 hours,Soft,Male,Daily
Jo Malone Peony & Blush Suede,Jo Malone,202.63,12 hours,Strong,Male,Formal
Chanel No. 5,Jo Malone,146.9,7 hours,Strong,Female,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Jo Malone,212.44,8 hours,Soft,Unisex,Luxury
Versace Eros,Hugo Boss,222.48,8 hours,Strong,Female,Romantic
Versace Eros,Dior,165.44,8 hours,Strong,Female,Daily
Armani Acqua di Gio,Tom Ford,201.89,10 hours,Strong,Female,Summer
Hugo Boss Bottled,Lancome,320.0,6 hours,Moderate,Unisex,Evening
Montblanc Legend,Hugo Boss,212.96,9 hours,Moderate,Unisex,Party
Prada Luna Rossa,Hugo Boss,94.26,8 hours,Strong,Male,Casual
Prada Luna Rossa,Gucci,110.82,8 hours,Soft,Male,Romantic
Hugo Boss Bottled,Lancome,299.17,9 hours,Moderate,Male,Summer
Marc Jacobs Daisy,Paco Rabanne,332.48,12 hours,Moderate,Female,Daily
Jo Malone Peony & Blush Suede,Armani,146.46,8 hours,Strong,Unisex,Special Occasion
Hugo Boss Bottled,Armani,251.64,6 hours,Strong,Female,Party
Paco Rabanne 1 Million,Montblanc,305.41,8 hours,Soft,Male,Evening
Armani Acqua di Gio,Tom Ford,297.75,7 hours,Soft,Unisex,Romantic
Prada Luna Rossa,Lancome,82.12,6 hours,Strong,Male,Summer
Jo Malone Peony & Blush Suede,Lancome,265.34,10 hours,Moderate,Unisex,Daily
Lancome La Vie Est Belle,Creed,193.14,8 hours,Soft,Female,Evening
Tom Ford Noir,Yves Saint Laurent,76.09,9 hours,Moderate,Unisex,Romantic
